IdPuntoRecarga|Operador|Direccion|CodPostal|Provincia|Municipio|Localizacion|CoordenadaXDec|CoordenadaYDec|PotenciaMaxima
ES*FCT*E227797|CHARGING TOGETHER SL|Avda Juan De Borbon S/N,S/N|30110|MURCIA|MURCIA|EN LA CALLE|-1.137268|38.018934|150.00
ES*FCT*E227799|CHARGING TOGETHER SL|Carretera Cv-336 Km. 0.5,S/N|46117|VALENCIA|BETERA|EN LA CALLE|-0.469062|39.585115|150.00
ES*FCT*E229119|CHARGING TOGETHER SL|Vía Complutense. 165,S/N|28802|MADRID|ALCALA DE HENARES|EN LA CALLE|-3.34321|40.497202|69.30
ES*FCT*E227803|CHARGING TOGETHER SL|Av De Las Flores 2,S/N|28970|MADRID|HUMANES DE MADRID|EN LA CALLE|-3.8324|40.268214|150.00
ES*FCT*E227805|CHARGING TOGETHER SL|Leganes,62|28945|MADRID|FUENLABRADA|EN LA CALLE|-3.78875|40.29642|150.00
ES*FCT*E227807|CHARGING TOGETHER SL|Rambla De Jinamr Km7,S/N|35220|LAS PALMAS|TELDE|EN LA CALLE|-15.416827|28.035446|150.00
ES*FCT*E227809|CHARGING TOGETHER SL|De L'ossa Major,1|3110|ALICANTE|MUTXAMEL|EN LA CALLE|-0.463901|38.40701|150.00
ES*FCT*E227811|CHARGING TOGETHER SL|Av De Carlota Alexandre 210,S/N|29620|MALAGA|TORREMOLINOS|EN LA CALLE|-4.510296|36.606626|150.00
ES*FCT*E227813|CHARGING TOGETHER SL|Jorge Ruiz De Santayana,54|5005|AVILA|AVILA|EN LA CALLE|-4.685658|40.667577|150.00
ES*FCT*E227815|CHARGING TOGETHER SL|Avda Orson Welles S/N,S/N|18197|GRANADA|PULIANAS|EN LA CALLE|-3.621102|37.215085|150.00
ES*FCT*E227817|CHARGING TOGETHER SL|Cl. Aguacate 47,S/N|28054|MADRID|MADRID|EN LA CALLE|-3.74106|40.36817|150.00
ES*FCT*E227821|CHARGING TOGETHER SL|Av Virgen Del Puig 1,S/N|46540|VALENCIA|PUIG|EN LA CALLE|-0.298834|39.587391|150.00
ES*FCT*E227819|CHARGING TOGETHER SL|Avenida Carretera Francia S/N,S/N|31610|NAVARRA|VILLAVA|EN LA CALLE|-1.60919|42.83497|150.00
ES*FCT*E228283|CHARGING TOGETHER SL|Alcorcón-San Martín Km 1.5,S/N|28922|MADRID|ALCORCON|A LO LARGO DE LA AUTOPISTA|-3.837386|40.35707|150.00
ES*FCT*E229205|CHARGING TOGETHER SL|Casas De La Breva,37|12004|CASTELLON|CASTELLON DE LA PLANA|A LO LARGO DE LA AUTOPISTA|-0.041314|39.999689|100.00
ES*FCT*E228453|CHARGING TOGETHER SL|Juan Carlos I,44|28806|MADRID|ALCALA DE HENARES|A LO LARGO DE LA AUTOPISTA|-3.3965|40.4821|150.00
ES*FCT*E228161|CHARGING TOGETHER SL|Municipio De Molinicos,24|2006|ALBACETE|ALBACETE|APARCAMIENTO ÁEREO|-1.874932|39.007281|100.00
ES*FCT*E229288|CHARGING TOGETHER SL|A-42,14|28041|MADRID|MADRID|A LO LARGO DE LA AUTOPISTA|-3.7209|40.3682|150.00
ES*FCT*E228331|CHARGING TOGETHER SL|La Montera,S/N|11370|CADIZ|LOS BARRIOS|A LO LARGO DE LA AUTOPISTA|-5.490284|36.177889|150.00
ES*FCT*E228327|CHARGING TOGETHER SL|Periodista Azzati,S/N|46520|VALENCIA|SAGUNTO|A LO LARGO DE LA AUTOPISTA|-0.225108|39.668092|150.00
ES*FCT*E228337|CHARGING TOGETHER SL|Enebro,1|3559|ALICANTE|ALICANTE|APARCAMIENTO EN SUPERFICIE|-0.451484|38.382798|350.00
ES*FCT*E228335|CHARGING TOGETHER SL|Jose Garcia Selles,2|3015|ALICANTE|ALICANTE|APARCAMIENTO EN SUPERFICIE|-0.469139|38.367911|150.00
ES*FCT*E228363|CHARGING TOGETHER SL|Puerto Rico,8|47014|VALLADOLID|VALLADOLID|APARCAMIENTO EN SUPERFICIE|-4.746889|41.636239|50.00
ES*FCT*E228339|CHARGING TOGETHER SL|Dunas,S/N|28942|MADRID|FUENLABRADA|APARCAMIENTO ÁEREO|-3.819106|40.29614|180.00
ES*FCT*E228351|CHARGING TOGETHER SL|14,82|40280|SEGOVIA|NAVALMANZANO|APARCAMIENTO ÁEREO|-4.270607|41.186854|22.00
ES*FCT*E228360|CHARGING TOGETHER SL|Pablo Picasso,0|45600|TOLEDO|TALAVERA DE LA REINA|APARCAMIENTO EN SUPERFICIE|-4.811045|39.963723|80.00
ES*FCT*E228365|CHARGING TOGETHER SL|Hermanos Machado,141|46025|VALENCIA|VALENCIA|APARCAMIENTO ÁEREO|-0.383267|39.497608|100.00
ES*FCT*E228367|CHARGING TOGETHER SL|Carretera,1|46317|VALENCIA|VILLARGORDO DEL CABRIEL|APARCAMIENTO EN SUPERFICIE|-1.43924|39.53624|350.00
ES*FCT*E228349|CHARGING TOGETHER SL|Miguel De Unamuno,4|30740|MURCIA|SAN PEDRO DEL PINATAR|APARCAMIENTO ÁEREO|-0.792689|37.832323|100.00
ES*FCT*E229207|CHARGING TOGETHER SL|San Sebastián ,41|17455|GIRONA|CALDES DE MALAVELLA|APARCAMIENTO ÁEREO|2.799286|41.83663|120.00
ES*FCT*E229405|CHARGING TOGETHER SL|De La Ràpita,265|43870|TARRAGONA|AMPOSTA|APARCAMIENTO EN SUPERFICIE|0.58008|40.69835|100.00
ES*FCT*E228183|CHARGING TOGETHER SL|Principe De Asturias,6|41500|SEVILLA|ALCALA DE GUADAIRA|APARCAMIENTO ÁEREO|-5.859829|37.351757|90.00
ES*FCT*E227993|CHARGING TOGETHER SL|Langa,1|5200|AVILA|AREVALO|APARCAMIENTO ÁEREO|-4.734442|41.078594|400.00
ES*FCT*E228499|CHARGING TOGETHER SL|Ap-7 Km 151 (Dir. Tarragona),S/N|8193|BARCELONA|CERDANYOLA DEL VALLES|A LO LARGO DE LA AUTOPISTA|2.09921|41.493043|150.00
ES*FCT*E228501|CHARGING TOGETHER SL|Ap-7 Km 151 (Dir. Girona),S/N|8193|BARCELONA|CERDANYOLA DEL VALLES|A LO LARGO DE LA AUTOPISTA|2.10207|41.492338|150.00
ES*FCT*E228481|CHARGING TOGETHER SL|De La Mallada,1|46500|VALENCIA|SAGUNTO|APARCAMIENTO ÁEREO|-0.261999|39.674106|90.00
ES*FCT*E229171|CHARGING TOGETHER SL|Sevilla-Malaga,Km 109|41560|SEVILLA|ESTEPA|A LO LARGO DE LA AUTOPISTA|-4.882517|37.291272|150.00
ES*FCT*E228483|CHARGING TOGETHER SL|Fenilosa,55|22600|HUESCA|SABIÑANIGO|APARCAMIENTO EN SUPERFICIE|-0.357507|42.522878|100.00
ES*FCT*E229173|CHARGING TOGETHER SL|Francisco Tomas Y Valiente,S/N|41930|SEVILLA|BORMUJOS|A LO LARGO DE LA AUTOPISTA|-6.064437|37.38118|100.00
ES*FCT*E229175|CHARGING TOGETHER SL|Antonio Nevado Gonzalez,35|6007|BADAJOZ|BADAJOZ|A LO LARGO DE LA AUTOPISTA|-6.99012|38.89818|100.00
ES*FCT*E229383|CHARGING TOGETHER SL|Leon,4|3440|ALICANTE|IBI|APARCAMIENTO EN SUPERFICIE|-0.594106|38.608314|150.00
ES*FCT*E229727|CHARGING TOGETHER SL|Antonio Machado ,69|3204|ALICANTE|ELCHE/ELX|APARCAMIENTO EN SUPERFICIE|-0.712164|38.26141|50.00
ES*FCT*E228181|CHARGING TOGETHER SL|Carrer Sant Antoni,146|3550|ALICANTE|SANT JOAN D'ALACANT|APARCAMIENTO ÁEREO|-0.424872|38.409403|150.00
ES*FCT*E228579|CHARGING TOGETHER SL|Maestra Soledad Gallego,42|30110|MURCIA|MURCIA|APARCAMIENTO EN SUPERFICIE|-1.137165|38.018639|90.00
ES*FCT*E228879|CHARGING TOGETHER SL|De Béjar,36|37500|SALAMANCA|CIUDAD RODRIGO|EN LA CALLE|-6.527923|40.598787|100.00
ES*FCT*E229217|CHARGING TOGETHER SL|Calle La Pedrosa,10|8783|BARCELONA|MASQUEFA|A LO LARGO DE LA AUTOPISTA|1.82215|41.499599|150.00
ES*FCT*E229219|CHARGING TOGETHER SL|Calle Canal De Mañeru,332|31500|NAVARRA|TUDELA|A LO LARGO DE LA AUTOPISTA|-1.588469|42.039195|150.00
ES*FCT*E229197|CHARGING TOGETHER SL|Carretera C-233,S/N|43750|TARRAGONA|FLIX|A LO LARGO DE LA AUTOPISTA|0.550793|41.239649|100.00
ES*FCT*E229363|CHARGING TOGETHER SL|Madrid,197|36214|PONTEVEDRA|VIGO|APARCAMIENTO ÁEREO|-8.703101|42.218478|130.00
ES*FCT*E229221|CHARGING TOGETHER SL|Autovía Del Cantábrico, Km 234,S/N|39530|CANTABRIA|REOCIN|APARCAMIENTO EN SUPERFICIE|-4.09482|43.35543|100.00
ES*FCT*E229590|CHARGING TOGETHER SL|Algarrobo Carretera A-1051 Rn,Sn|4740|ALMERIA|ROQUETAS DE MAR|A LO LARGO DE LA AUTOPISTA|-2.637846|36.748986|150.00
ES*FCT*E228121|CHARGING TOGETHER SL|Marisma,6|29006|MALAGA|MALAGA|APARCAMIENTO ÁEREO|-4.467468|36.712448|90.00
ES*FCT*E228519|CHARGING TOGETHER SL|Profesor Beltran Báguena,4|46009|VALENCIA|VALENCIA|APARCAMIENTO ÁEREO|-0.389221|39.48129|120.00
ES*FCT*E228871|CHARGING TOGETHER SL|De Las Palmeras,75|18100|GRANADA|ARMILLA|APARCAMIENTO EN SUPERFICIE|-3.612802|37.147097|22.00
ES*FCT*E228679|CHARGING TOGETHER SL|De Tortosa A L'aldea C-42,S/N|43500|TARRAGONA|TORTOSA|APARCAMIENTO ÁEREO|0.52156|40.793133|100.00
ES*FCT*E228619|CHARGING TOGETHER SL|N-634, Km 180,S/N|39548|CANTABRIA|VAL DE SAN VICENTE|APARCAMIENTO EN SUPERFICIE|-4.487485|43.375174|100.00
ES*FCT*E229145|CHARGING TOGETHER SL|Carretera N-630, Km 372,S/N|37789|SALAMANCA|FRESNO ALHANDIGA|APARCAMIENTO EN SUPERFICIE|-5.623416|40.69916|360.00
ES*FCT*E229256|CHARGING TOGETHER SL|Madrigal,Km 0|45560|TOLEDO|TOLEDO|A LO LARGO DE LA AUTOPISTA|-5.184937|39.926792|360.00
ES*FCT*E228722|CHARGING TOGETHER SL|La Palma,1|21710|HUELVA|BOLLULLOS PAR DEL CONDADO|APARCAMIENTO ÁEREO|-6.540862|37.350137|90.00
ES*FCT*E228805|CHARGING TOGETHER SL|Das Pontes,6|36350|PONTEVEDRA|NIGRAN|EN LA CALLE|-8.792904|42.134112|100.00
ES*FCT*E229124|CHARGING TOGETHER SL|Joaquin Alonso Diaz,Sn|33211|ASTURIAS|GIJON|A LO LARGO DE LA AUTOPISTA|-5.715472|43.522278|150.00
ES*FCT*E228369|CHARGING TOGETHER SL|Recomba,21A|28914|MADRID|LEGANES|APARCAMIENTO ÁEREO|-3.763405|40.296003|100.00
ES*FCT*E229225|CHARGING TOGETHER SL|Juan Carlos I,41|28400|MADRID|COLLADO VILLALBA|APARCAMIENTO ÁEREO|-4.008893|40.634166|90.00
ES*FCT*E229227|CHARGING TOGETHER SL|El Real De San Vicente,17|28051|MADRID|MADRID|APARCAMIENTO ÁEREO|-3.637565|40.372063|100.00
ES*FCT*E228430|CHARGING TOGETHER SL|A-49 Km. 16,S/N|41805|SEVILLA|BENACAZON|APARCAMIENTO ÁEREO|-6.19977|37.36009|200.00
ES*FCT*E229260|CHARGING TOGETHER SL|N-Vi (Estrada Da Coruña),Km 32|27003|LUGO|LUGO|APARCAMIENTO EN SUPERFICIE|-7.574098|43.03534|50.00
ES*FCT*E229059|CHARGING TOGETHER SL|De Monserrat,8|46220|VALENCIA|PICASSENT|APARCAMIENTO ÁEREO|-0.472777|39.364435|100.00
ES*FCT*E228243|CHARGING TOGETHER SL|Carrer Puigcerda,225|17520|GIRONA|PUIGCERDA|APARCAMIENTO ÁEREO|1.929813|42.426749|100.00
ES*FCT*E228742|CHARGING TOGETHER SL|Miranda De Arga, S/N|31300|NAVARRA|TAFALLA|A LO LARGO DE LA AUTOPISTA|-1.685096|42.523319|100.00
ES*FCT*E228744|CHARGING TOGETHER SL|Parque Empresarial La Muga,15|31160|NAVARRA|ORKOIEN|A LO LARGO DE LA AUTOPISTA|-1.6886|42.8213|100.00
ES*FCT*E229245|CHARGING TOGETHER SL|Calle Sant Jaume,80|8291|BARCELONA|RIPOLLET|A LO LARGO DE LA AUTOPISTA|2.169346|41.49341|150.00
ES*FCT*E229141|CHARGING TOGETHER SL|Aranda ,21|12006|CASTELLON|CASTELLON DE LA PLANA|A LO LARGO DE LA AUTOPISTA|-0.076047|39.980317|150.00
ES*FCT*E229643|CHARGING TOGETHER SL|Madrid-Lisboa,Km 399|6009|BADAJOZ|BADAJOZ|APARCAMIENTO EN SUPERFICIE|-6.953573|38.874863|150.00
ES*FCT*E228443|CHARGING TOGETHER SL|Grecia,33|12006|CASTELLON|CASTELLON DE LA PLANA|APARCAMIENTO ÁEREO|-0.077218|39.978248|150.00
ES*FCT*E229039|CHARGING TOGETHER SL|A-1,Km. 341|1195|ARABA|VITORIA GASTEIZ|A LO LARGO DE LA AUTOPISTA|-2.78025|42.817653|200.00
ES*FCT*E229049|CHARGING TOGETHER SL|Izarraitz Auzoa,511|20730|GIPUZKOA|AZPEITIA|A LO LARGO DE LA AUTOPISTA|-2.253|43.2036|150.00
ES*FCT*E229047|CHARGING TOGETHER SL|De Los Reyes Católicos,1|13005|CIUDAD REAL|CIUDAD REAL|APARCAMIENTO EN SUPERFICIE|-3.92725|38.97296|120.00
ES*FCT*E229165|CHARGING TOGETHER SL|Badiolegitxo Eremua,1|20730|GIPUZKOA|AZPEITIA|A LO LARGO DE LA AUTOPISTA|-2.254008|43.20374|150.00
ES*FCT*E227839|CHARGING TOGETHER SL|Cr Antigua Nacional,1|28703|MADRID|SAN SEBASTIAN DE LOS REYES|A LO LARGO DE LA AUTOPISTA|-3.61301|40.557901|150.00
ES*FCT*E227981|CHARGING TOGETHER SL|Las Cruces,S/N|28231|MADRID|LAS ROZAS DE MADRID|A LO LARGO DE LA AUTOPISTA|-3.874174|40.489963|150.00
ES*FCT*E227985|CHARGING TOGETHER SL|Cm 4010 Illescas-Yeles ,S/N|45200|TOLEDO|ILLESCAS|A LO LARGO DE LA AUTOPISTA|-3.8283|40.1246|150.00
ES*FCT*E229737|CHARGING TOGETHER SL|Calle Ue3 - Sector 2,1|46470|VALENCIA|ALBAL|APARCAMIENTO ÁEREO|-0.409795|39.389214|180.00
ES*FCT*E228081|CHARGING TOGETHER SL|Carretera Cv-20 Vila-Real Onda,59|12200|CASTELLON|ONDA|APARCAMIENTO ÁEREO|-0.241001|39.963514|100.00
ES*FCT*E228101|CHARGING TOGETHER SL|Natalio,1|33429|ASTURIAS|SIERO|A LO LARGO DE LA AUTOPISTA|-5.781552|43.390406|150.00
ES*FCT*E228103|CHARGING TOGETHER SL|Blas Cabrera Felipe,2|35016|LAS PALMAS|LAS PALMAS DE GRAN CANARIA|A LO LARGO DE LA AUTOPISTA|-15.4174|28.07551|150.00
ES*FCT*E228265|CHARGING TOGETHER SL|Ap-6 Km 80. Dirección Madrid,S/N|40150|SEGOVIA|VILLACASTIN|A LO LARGO DE LA AUTOPISTA|-4.398679|40.77063|150.00
ES*FCT*E228285|CHARGING TOGETHER SL|Ap-6 Km 80. Dirección La Coruña,S/N|40150|SEGOVIA|VILLACASTIN|A LO LARGO DE LA AUTOPISTA|-4.397368|40.772215|150.00
ES*FCT*E228305|CHARGING TOGETHER SL|C-14, Km 124,S/N|25749|LLEIDA|VILANOVA DE L AGUDA|APARCAMIENTO ÁEREO|1.252231|41.936184|300.00
ES*FCT*E228485|CHARGING TOGETHER SL|Rio Ebro,6|30834|MURCIA|MURCIA|APARCAMIENTO ÁEREO|-1.249102|37.952127|350.00
ES*FCT*E229131|CHARGING TOGETHER SL|Industrial El Torno,Ii Pac 9|11130|CADIZ|CHICLANA DE LA FRONTERA|A LO LARGO DE LA AUTOPISTA|-6.143762|36.42959|150.00
ES*FCT*E229258|CHARGING TOGETHER SL|Ballobar,13|22004|HUESCA|HUESCA|A LO LARGO DE LA AUTOPISTA|-0.41701|42.12827|100.00
ES*FCT*E229167|CHARGING TOGETHER SL|N-640,Km 89|27192|LUGO|LUGO|APARCAMIENTO EN SUPERFICIE|-7.532136|43.035358|175.00
ES*FCT*E229331|CHARGING TOGETHER SL|Pol. Ind. Crta. Motilla-Sepes Parcela ,57|16193|CUENCA|MOTILLA DEL PALANCAR|APARCAMIENTO ÁEREO|-2.11374|40.0247|150.00
ES*FCT*E229343|CHARGING TOGETHER SL|Casanovas,26|36164|PONTEVEDRA|PONTEVEDRA|APARCAMIENTO ÁEREO|-8.618166|42.440038|150.00
ES*FCT*E227989|CHARGING TOGETHER SL|Dr. Severo Ochoa,12|3503|ALICANTE|BENIDORM|A LO LARGO DE LA AUTOPISTA|-0.102395|38.543017|150.00
ES*FCT*E228009|CHARGING TOGETHER SL|Avenida De Alicante,79|3690|ALICANTE|SAN VICENTE DEL RASPEIG|A LO LARGO DE LA AUTOPISTA|-0.512022|38.3885|150.00
ES*FCT*E228001|CHARGING TOGETHER SL|Avenida Cartig,S/N|8914|BARCELONA|BADALONA|A LO LARGO DE LA AUTOPISTA|2.227538|41.444137|150.00
ES*FCT*E228263|CHARGING TOGETHER SL|Carretera A-387, C. Viriato, Esquina,S/N|29640|MALAGA|FUENGIROLA|A LO LARGO DE LA AUTOPISTA|-4.626629|36.55674|100.00
ES*FCT*E228459|CHARGING TOGETHER SL|Santa Olalla,7|4116|ALMERIA|NIJAR|APARCAMIENTO ÁEREO|-2.145149|36.926944|100.00
ES*FCT*E228599|CHARGING TOGETHER SL|Zaragoza,97|31500|NAVARRA|TUDELA|APARCAMIENTO EN SUPERFICIE|-1.591034|42.041257|90.00
ES*FCT*E229308|CHARGING TOGETHER SL|Jávea,44|3740|ALICANTE|GATA DE GORGOS|A LO LARGO DE LA AUTOPISTA|0.086139|38.778529|100.00
ES*FCT*E228064|CHARGING TOGETHER SL|Av De La Constitucion,30|28821|MADRID|COSLADA|A LO LARGO DE LA AUTOPISTA|-3.573522|40.421613|150.00
ES*FCT*E229133|CHARGING TOGETHER SL|Industrial El Laurel,Sn|18140|GRANADA|LA ZUBIA|A LO LARGO DE LA AUTOPISTA|-3.585194|37.128594|150.00
ES*FCT*E228867|CHARGING TOGETHER SL|Salamanca,43|37500|SALAMANCA|CIUDAD RODRIGO|EN LA CALLE|-6.52882|40.604214|100.00
ES*FCT*E229193|CHARGING TOGETHER SL|Carretera Manresa N141, Km 113,S/N|8280|BARCELONA|CALAF|A LO LARGO DE LA AUTOPISTA|1.526958|41.73323|150.00
ES*FCT*E229195|CHARGING TOGETHER SL|Calle De Sallent,50|8243|BARCELONA|MANRESA|A LO LARGO DE LA AUTOPISTA|1.839273|41.737364|240.00
ES*FCT*E229199|CHARGING TOGETHER SL|Calle Des Esmoladors,2|43400|TARRAGONA|MONTBLANC|A LO LARGO DE LA AUTOPISTA|1.157002|41.38666|150.00
ES*FCT*E229201|CHARGING TOGETHER SL|Calle Ramon Llull,9|8232|BARCELONA|VILADECAVALLS|A LO LARGO DE LA AUTOPISTA|1.979316|41.56269|150.00
ES*FCT*E229312|CHARGING TOGETHER SL|Pº Velero,1|41900|SEVILLA|CASTILLEJA DE LA CUESTA|A LO LARGO DE LA AUTOPISTA|-6.046559|37.385779|100.00
ES*FCT*E229335|CHARGING TOGETHER SL|Segadores,24|13170|CIUDAD REAL|MIGUELTURRA|APARCAMIENTO ÁEREO|-3.90446|38.97201|150.00
ES*FCT*E229337|CHARGING TOGETHER SL|De La Química,1|13600|CIUDAD REAL|ALCAZAR DE SAN JUAN|APARCAMIENTO ÁEREO|-3.22663|39.39493|150.00
ES*FCT*E229339|CHARGING TOGETHER SL|Cami Vell De Bunyola,19|7009|BALEARES|PALMA DE MALLORCA|APARCAMIENTO ÁEREO|2.670053|39.594687|150.00
ES*FCT*E229443|CHARGING TOGETHER SL|Avda. Barcelona,26|25300|LLEIDA|TARREGA|A LO LARGO DE LA AUTOPISTA|1.149984|41.652459|100.00
ES*FCT*E227936|CHARGING TOGETHER SL|La Molineta Parcela 1.2-Suso, El Carreton,S/N|38550|STA CRUZ DE TENERIFE|ARAFO|A LO LARGO DE LA AUTOPISTA|-16.376219|28.331643|150.00
ES*FCT*E228303|CHARGING TOGETHER SL|Levante U.D.,13|46025|VALENCIA|VALENCIA|APARCAMIENTO ÁEREO|-0.388713|39.496453|100.00
ES*FCT*E228507|CHARGING TOGETHER SL|Ordoki,35|31715|NAVARRA|BAZTAN|A LO LARGO DE LA AUTOPISTA|-1.489498|43.180282|100.00
ES*FCT*E228509|CHARGING TOGETHER SL|Morea Norte, C.B.,43|31191|NAVARRA|BERIAIN|A LO LARGO DE LA AUTOPISTA|-1.63507|42.734443|150.00
ES*FCT*E228601|CHARGING TOGETHER SL|Joaquim Torrens Ibern,17|43830|TARRAGONA|TORREDEMBARRA|APARCAMIENTO EN SUPERFICIE|1.415725|41.14801|150.00
ES*FCT*E228603|CHARGING TOGETHER SL|Rotonda Juan Rodríguez Betancourt,1|35214|LAS PALMAS|TELDE|A LO LARGO DE LA AUTOPISTA|-15.390609|27.99444|50.00
ES*FCT*E228781|CHARGING TOGETHER SL|Cv-940, Km 9.6,S/N|3176|ALICANTE|ALGORFA|A LO LARGO DE LA AUTOPISTA|-0.74652|38.05852|150.00
ES*FCT*E228826|CHARGING TOGETHER SL|Das Pontes,4|36350|PONTEVEDRA|NIGRAN|APARCAMIENTO ÁEREO|-8.7945|42.133195|22.00
ES*FCT*E228831|CHARGING TOGETHER SL|Don Enrique Tierno Galvan,7|47610|VALLADOLID|ZARATAN|EN LA CALLE|-4.778119|41.661507|100.00
ES*FCT*E228833|CHARGING TOGETHER SL|Poliesportiu,1A|46183|VALENCIA|ELIANA|APARCAMIENTO ÁEREO|-0.525156|39.568331|22.00
ES*FCT*E228837|CHARGING TOGETHER SL|Náquera,S/N|46183|VALENCIA|ELIANA|APARCAMIENTO ÁEREO|-0.534035|39.566321|100.00
ES*FCT*E228839|CHARGING TOGETHER SL|Valencia,44|46183|VALENCIA|ELIANA|APARCAMIENTO ÁEREO|-0.530624|39.563394|100.00
ES*FCT*E229325|CHARGING TOGETHER SL|Sol,74|4230|ALMERIA|HUERCAL DE ALMERIA|APARCAMIENTO ÁEREO|-2.44579|36.87572|150.00
